GENE	CCLE_CELL	BF
POLN	SNGM_ENDOMETRIUM	-19.431
POLG	SNGM_ENDOMETRIUM	-14.889
POLQ	SNGM_ENDOMETRIUM	9.547
POLG2	SNGM_ENDOMETRIUM	-1.801
POLA2	SNGM_ENDOMETRIUM	12.839
POLB	SNGM_ENDOMETRIUM	-30.781
POLD1	SNGM_ENDOMETRIUM	41.977
POLD2	SNGM_ENDOMETRIUM	20.351
POLD3	SNGM_ENDOMETRIUM	45.721
REV3L	SNGM_ENDOMETRIUM	5.816
POLE4	HEC6_ENDOMETRIUM	-21.386
POLH	HEC6_ENDOMETRIUM	-2.57
POLG	HEC6_ENDOMETRIUM	-16.463
POLI	HEC6_ENDOMETRIUM	-27.373
POLG2	HEC6_ENDOMETRIUM	-3.833
POLE	HEC6_ENDOMETRIUM	39.673
POLD1	HEC6_ENDOMETRIUM	32.034
POLK	HEC6_ENDOMETRIUM	-20.063
POLD4	HEC6_ENDOMETRIUM	-12.068
POLA2	HEC6_ENDOMETRIUM	11.852
MAD2L2	HEC6_ENDOMETRIUM	17.968
POLE2	HEC6_ENDOMETRIUM	51.299
POLD2	HEC6_ENDOMETRIUM	24.132
POLL	HEC6_ENDOMETRIUM	-14.128
POLB	HEC6_ENDOMETRIUM	-27.246
POLE3	HEC6_ENDOMETRIUM	-12.261
POLD3	HEC6_ENDOMETRIUM	54.479
POLM	HEC6_ENDOMETRIUM	-26.425
POLN	HEC6_ENDOMETRIUM	-19.25
POLQ	HEC6_ENDOMETRIUM	-10.035
REV3L	HEC6_ENDOMETRIUM	8.503
POLH	HT115_LARGE_INTESTINE	-14.186
POLI	HT115_LARGE_INTESTINE	-24.206
POLK	HT115_LARGE_INTESTINE	-18.734
POLM	HT115_LARGE_INTESTINE	-20.952
POLL	HT115_LARGE_INTESTINE	-21.767
POLN	HT115_LARGE_INTESTINE	-16.26
POLQ	HT115_LARGE_INTESTINE	-1.792
MAD2L2	HT115_LARGE_INTESTINE	26.119
POLE	HT115_LARGE_INTESTINE	28.931
POLD4	HT115_LARGE_INTESTINE	-12.781
POLE2	HT115_LARGE_INTESTINE	80.588
POLE3	HT115_LARGE_INTESTINE	-9.851
POLE4	HT115_LARGE_INTESTINE	-11.264
POLG	HT115_LARGE_INTESTINE	-6.482
POLG2	HT115_LARGE_INTESTINE	28.158
POLA2	HT115_LARGE_INTESTINE	53.702
POLB	HT115_LARGE_INTESTINE	-33.237
POLD1	HT115_LARGE_INTESTINE	48.173
REV3L	HT115_LARGE_INTESTINE	22.609
POLD2	HT115_LARGE_INTESTINE	19.261
POLD3	HT115_LARGE_INTESTINE	35.025
POLD4	MFE319_ENDOMETRIUM	-14.571
POLE	MFE319_ENDOMETRIUM	27.928
POLE4	MFE319_ENDOMETRIUM	-12.963
POLH	MFE319_ENDOMETRIUM	-18.353
POLE2	MFE319_ENDOMETRIUM	44.918
POLG	MFE319_ENDOMETRIUM	-14.628
POLI	MFE319_ENDOMETRIUM	-31.961
POLE3	MFE319_ENDOMETRIUM	-3.63
POLG2	MFE319_ENDOMETRIUM	2.1
POLK	MFE319_ENDOMETRIUM	-16.711
POLL	MFE319_ENDOMETRIUM	0.033
POLM	MFE319_ENDOMETRIUM	-12.928
POLN	MFE319_ENDOMETRIUM	-25.205
POLQ	MFE319_ENDOMETRIUM	-0.525
POLD1	MFE319_ENDOMETRIUM	27.649
POLA2	MFE319_ENDOMETRIUM	11.188
REV3L	MFE319_ENDOMETRIUM	26.929
POLD2	MFE319_ENDOMETRIUM	13.871
POLB	MFE319_ENDOMETRIUM	-32.187
POLD3	MFE319_ENDOMETRIUM	47.439
MAD2L2	MFE319_ENDOMETRIUM	13.7
POLK	JHUEM7_ENDOMETRIUM	-10.347
POLH	JHUEM7_ENDOMETRIUM	-5.821
POLL	JHUEM7_ENDOMETRIUM	-7.555
POLI	JHUEM7_ENDOMETRIUM	-26.032
POLM	JHUEM7_ENDOMETRIUM	-13.589
POLN	JHUEM7_ENDOMETRIUM	-28.598
POLQ	JHUEM7_ENDOMETRIUM	7.276
POLD1	JHUEM7_ENDOMETRIUM	24.268
POLA2	JHUEM7_ENDOMETRIUM	33.732
POLD2	JHUEM7_ENDOMETRIUM	-3.433
POLB	JHUEM7_ENDOMETRIUM	-36.312
POLD3	JHUEM7_ENDOMETRIUM	49.934
POLE	JHUEM7_ENDOMETRIUM	41.039
POLD4	JHUEM7_ENDOMETRIUM	-21.433
POLE2	JHUEM7_ENDOMETRIUM	48.67
POLE3	JHUEM7_ENDOMETRIUM	7.587
POLE4	JHUEM7_ENDOMETRIUM	-4.837
REV3L	JHUEM7_ENDOMETRIUM	31.488
POLG	JHUEM7_ENDOMETRIUM	-15.154
POLG2	JHUEM7_ENDOMETRIUM	-3.592
MAD2L2	JHUEM7_ENDOMETRIUM	40.723
POLK	HEC59_ENDOMETRIUM	-20.945
POLH	HEC59_ENDOMETRIUM	4.848
POLL	HEC59_ENDOMETRIUM	1.108
POLI	HEC59_ENDOMETRIUM	-36.522
POLM	HEC59_ENDOMETRIUM	-16.207
POLN	HEC59_ENDOMETRIUM	-25.745
POLQ	HEC59_ENDOMETRIUM	8.019
POLD4	HEC59_ENDOMETRIUM	-16.519
POLE	HEC59_ENDOMETRIUM	29.815
POLA2	HEC59_ENDOMETRIUM	16.927
POLE2	HEC59_ENDOMETRIUM	31.618
POLB	HEC59_ENDOMETRIUM	-31.21
POLE3	HEC59_ENDOMETRIUM	-18.727
POLD1	HEC59_ENDOMETRIUM	16.323
POLE4	HEC59_ENDOMETRIUM	-15.726
POLD2	HEC59_ENDOMETRIUM	-1.722
POLG	HEC59_ENDOMETRIUM	19.261
POLD3	HEC59_ENDOMETRIUM	52.588
POLG2	HEC59_ENDOMETRIUM	33.155
MAD2L2	HEC59_ENDOMETRIUM	7.906
REV3L	HEC59_ENDOMETRIUM	-2.549
POLH	HEC251_ENDOMETRIUM	-2.405
POLI	HEC251_ENDOMETRIUM	-36.178
POLK	HEC251_ENDOMETRIUM	-17.491
POLN	HEC251_ENDOMETRIUM	-20.568
POLL	HEC251_ENDOMETRIUM	-17.015
POLQ	HEC251_ENDOMETRIUM	6.13
POLM	HEC251_ENDOMETRIUM	-17.901
POLA2	HEC251_ENDOMETRIUM	40.615
POLB	HEC251_ENDOMETRIUM	-28.23
POLD1	HEC251_ENDOMETRIUM	26.898
POLD2	HEC251_ENDOMETRIUM	4.227
POLD3	HEC251_ENDOMETRIUM	55.259
POLD4	HEC251_ENDOMETRIUM	-11.842
POLE	HEC251_ENDOMETRIUM	34.894
POLE2	HEC251_ENDOMETRIUM	58.879
POLE3	HEC251_ENDOMETRIUM	-12.792
POLE4	HEC251_ENDOMETRIUM	-6.588
POLG	HEC251_ENDOMETRIUM	-20.775
POLG2	HEC251_ENDOMETRIUM	6.542
MAD2L2	HEC251_ENDOMETRIUM	11.425
REV3L	HEC251_ENDOMETRIUM	24.231
POLD1	143B_BONE	42.982
POLA2	143B_BONE	11.649
POLD2	143B_BONE	18.211
POLB	143B_BONE	-24.153
POLD3	143B_BONE	48.042
POLD4	143B_BONE	-5.241
POLH	143B_BONE	-14.303
POLI	143B_BONE	-27.626
POLE	143B_BONE	38.199
POLK	143B_BONE	-26.649
POLE2	143B_BONE	23.585
POLL	143B_BONE	-12.994
POLE3	143B_BONE	-25.175
POLM	143B_BONE	-9.568
POLE4	143B_BONE	-21.091
POLN	143B_BONE	-16.754
POLG	143B_BONE	31.494
POLQ	143B_BONE	-16.398
POLG2	143B_BONE	26.576
REV3L	143B_BONE	2.471
MAD2L2	143B_BONE	33.329
REV3L	CHLA06ATRT_SOFT_TISSUE	-6.005
MAD2L2	CHLA06ATRT_SOFT_TISSUE	2.516
POLE	CHLA06ATRT_SOFT_TISSUE	54.313
POLD4	CHLA06ATRT_SOFT_TISSUE	-14.713
POLE2	CHLA06ATRT_SOFT_TISSUE	48.823
POLE3	CHLA06ATRT_SOFT_TISSUE	-14.45
POLE4	CHLA06ATRT_SOFT_TISSUE	-26.079
POLH	CHLA06ATRT_SOFT_TISSUE	-12.106
POLG	CHLA06ATRT_SOFT_TISSUE	9.722
POLI	CHLA06ATRT_SOFT_TISSUE	-34.267
POLG2	CHLA06ATRT_SOFT_TISSUE	8.808
POLK	CHLA06ATRT_SOFT_TISSUE	-20.198
POLL	CHLA06ATRT_SOFT_TISSUE	-11.601
POLM	CHLA06ATRT_SOFT_TISSUE	-20.322
POLN	CHLA06ATRT_SOFT_TISSUE	-29.107
POLQ	CHLA06ATRT_SOFT_TISSUE	-3.618
POLD1	CHLA06ATRT_SOFT_TISSUE	41.977
POLA2	CHLA06ATRT_SOFT_TISSUE	18.254
POLD2	CHLA06ATRT_SOFT_TISSUE	20.761
POLB	CHLA06ATRT_SOFT_TISSUE	-34.004
POLD3	CHLA06ATRT_SOFT_TISSUE	43.825
REV3L	CHLA266_SOFT_TISSUE	8.542
POLK	CHLA266_SOFT_TISSUE	-17.321
POLH	CHLA266_SOFT_TISSUE	-13.551
POLL	CHLA266_SOFT_TISSUE	-12.119
POLI	CHLA266_SOFT_TISSUE	-23.095
POLM	CHLA266_SOFT_TISSUE	-22.276
POLN	CHLA266_SOFT_TISSUE	-14.686
POLQ	CHLA266_SOFT_TISSUE	-1.335
MAD2L2	CHLA266_SOFT_TISSUE	6.206
POLD4	CHLA266_SOFT_TISSUE	-23.196
POLE	CHLA266_SOFT_TISSUE	30.551
POLE2	CHLA266_SOFT_TISSUE	47.44
POLE3	CHLA266_SOFT_TISSUE	28.001
POLE4	CHLA266_SOFT_TISSUE	12.398
POLG	CHLA266_SOFT_TISSUE	23.44
POLG2	CHLA266_SOFT_TISSUE	16.16
POLA2	CHLA266_SOFT_TISSUE	10.468
POLD3	CHLA266_SOFT_TISSUE	40.175
POLD1	CHLA266_SOFT_TISSUE	22.989
POLD2	CHLA266_SOFT_TISSUE	20.055
POLB	CHLA266_SOFT_TISSUE	-29.039
MAD2L2	COGE352_BONE	25.887
POLH	COGE352_BONE	-22.642
POLI	COGE352_BONE	-33.779
POLK	COGE352_BONE	-16.71
POLL	COGE352_BONE	-11.899
POLM	COGE352_BONE	-14.555
POLN	COGE352_BONE	-26.963
POLQ	COGE352_BONE	-12.214
POLD4	COGE352_BONE	-18.005
POLA2	COGE352_BONE	27.759
POLB	COGE352_BONE	-36.966
POLE	COGE352_BONE	48.295
POLD1	COGE352_BONE	59.312
POLE2	COGE352_BONE	54.129
POLD2	COGE352_BONE	30.551
POLE3	COGE352_BONE	-0.408
POLD3	COGE352_BONE	39.946
POLE4	COGE352_BONE	-7.783
REV3L	COGE352_BONE	11.052
POLG	COGE352_BONE	5.857
POLG2	COGE352_BONE	11.739
MAD2L2	COV504_OVARY	22.924
POLH	COV504_OVARY	-13.952
POLI	COV504_OVARY	-35.076
POLK	COV504_OVARY	-15.415
POLL	COV504_OVARY	-20.214
POLM	COV504_OVARY	-21.253
POLN	COV504_OVARY	-22.7
REV3L	COV504_OVARY	15.415
POLQ	COV504_OVARY	-13.069
POLA2	COV504_OVARY	25.922
POLB	COV504_OVARY	-20.796
POLD1	COV504_OVARY	53.702
POLD2	COV504_OVARY	26.119
POLD3	COV504_OVARY	42.989
POLD4	COV504_OVARY	-22.651
POLE	COV504_OVARY	32.747
POLE4	COV504_OVARY	5.77
POLE2	COV504_OVARY	54.822
POLG	COV504_OVARY	-6.32
POLE3	COV504_OVARY	5.33
POLG2	COV504_OVARY	4.228
POLK	CW9019_SOFT_TISSUE	-20.945
POLH	CW9019_SOFT_TISSUE	-8.673
POLL	CW9019_SOFT_TISSUE	-3.419
POLI	CW9019_SOFT_TISSUE	-29.198
POLM	CW9019_SOFT_TISSUE	-18.476
POLN	CW9019_SOFT_TISSUE	-27.843
POLQ	CW9019_SOFT_TISSUE	0.75
MAD2L2	CW9019_SOFT_TISSUE	13.709
POLD4	CW9019_SOFT_TISSUE	-15.142
POLE	CW9019_SOFT_TISSUE	35.298
POLA2	CW9019_SOFT_TISSUE	9.527
POLE2	CW9019_SOFT_TISSUE	56.903
POLB	CW9019_SOFT_TISSUE	-21.901
POLE3	CW9019_SOFT_TISSUE	-4.023
POLD1	CW9019_SOFT_TISSUE	16.323
POLE4	CW9019_SOFT_TISSUE	-9.137
REV3L	CW9019_SOFT_TISSUE	-0.068
POLD2	CW9019_SOFT_TISSUE	7.276
POLG	CW9019_SOFT_TISSUE	-19.572
POLD3	CW9019_SOFT_TISSUE	29.345
POLG2	CW9019_SOFT_TISSUE	35.772
POLH	D425_CENTRAL_NERVOUS_SYSTEM	-18.288
POLI	D425_CENTRAL_NERVOUS_SYSTEM	-33.672
POLK	D425_CENTRAL_NERVOUS_SYSTEM	-21.021
REV3L	D425_CENTRAL_NERVOUS_SYSTEM	11.162
POLL	D425_CENTRAL_NERVOUS_SYSTEM	4.095
POLM	D425_CENTRAL_NERVOUS_SYSTEM	-22.39
POLN	D425_CENTRAL_NERVOUS_SYSTEM	-23.391
POLQ	D425_CENTRAL_NERVOUS_SYSTEM	-10.516
POLD4	D425_CENTRAL_NERVOUS_SYSTEM	-21.011
POLE	D425_CENTRAL_NERVOUS_SYSTEM	33.322
POLD1	D425_CENTRAL_NERVOUS_SYSTEM	48.139
POLE4	D425_CENTRAL_NERVOUS_SYSTEM	-4.042
POLA2	D425_CENTRAL_NERVOUS_SYSTEM	20.513
MAD2L2	D425_CENTRAL_NERVOUS_SYSTEM	44.708
POLE2	D425_CENTRAL_NERVOUS_SYSTEM	60.994
POLD2	D425_CENTRAL_NERVOUS_SYSTEM	-10.936
POLG	D425_CENTRAL_NERVOUS_SYSTEM	-14.042
POLB	D425_CENTRAL_NERVOUS_SYSTEM	-28.994
POLE3	D425_CENTRAL_NERVOUS_SYSTEM	-12.893
POLD3	D425_CENTRAL_NERVOUS_SYSTEM	25.233
POLG2	D425_CENTRAL_NERVOUS_SYSTEM	-11.991
POLK	D458_CENTRAL_NERVOUS_SYSTEM	-14.308
POLH	D458_CENTRAL_NERVOUS_SYSTEM	-13.923
POLL	D458_CENTRAL_NERVOUS_SYSTEM	-18.975
POLI	D458_CENTRAL_NERVOUS_SYSTEM	-31.533
POLM	D458_CENTRAL_NERVOUS_SYSTEM	-14.579
POLN	D458_CENTRAL_NERVOUS_SYSTEM	-26.351
REV3L	D458_CENTRAL_NERVOUS_SYSTEM	27.778
POLQ	D458_CENTRAL_NERVOUS_SYSTEM	23.281
POLD1	D458_CENTRAL_NERVOUS_SYSTEM	25.779
POLA2	D458_CENTRAL_NERVOUS_SYSTEM	20.586
POLD2	D458_CENTRAL_NERVOUS_SYSTEM	16.452
POLB	D458_CENTRAL_NERVOUS_SYSTEM	-35.975
POLD3	D458_CENTRAL_NERVOUS_SYSTEM	58.477
POLE	D458_CENTRAL_NERVOUS_SYSTEM	37.154
POLD4	D458_CENTRAL_NERVOUS_SYSTEM	-32.906
POLE2	D458_CENTRAL_NERVOUS_SYSTEM	50.189
POLE3	D458_CENTRAL_NERVOUS_SYSTEM	26.163
POLE4	D458_CENTRAL_NERVOUS_SYSTEM	3.736
POLG	D458_CENTRAL_NERVOUS_SYSTEM	-7.679
POLG2	D458_CENTRAL_NERVOUS_SYSTEM	0.244
MAD2L2	D458_CENTRAL_NERVOUS_SYSTEM	40.8
MAD2L2	DLD1_LARGE_INTESTINE	3.409
POLH	DLD1_LARGE_INTESTINE	-13.046
POLI	DLD1_LARGE_INTESTINE	-33.225
POLK	DLD1_LARGE_INTESTINE	-20.782
POLA2	DLD1_LARGE_INTESTINE	25.35
POLL	DLD1_LARGE_INTESTINE	-18.02
POLB	DLD1_LARGE_INTESTINE	-26.24
POLM	DLD1_LARGE_INTESTINE	-14.313
POLD1	DLD1_LARGE_INTESTINE	37.621
POLN	DLD1_LARGE_INTESTINE	-28.542
POLD2	DLD1_LARGE_INTESTINE	16.47
POLQ	DLD1_LARGE_INTESTINE	-7.74
POLD3	DLD1_LARGE_INTESTINE	46.767
POLD4	DLD1_LARGE_INTESTINE	-16.475
POLE	DLD1_LARGE_INTESTINE	47.561
POLE4	DLD1_LARGE_INTESTINE	-6.214
POLE2	DLD1_LARGE_INTESTINE	35.913
POLG	DLD1_LARGE_INTESTINE	11.693
POLE3	DLD1_LARGE_INTESTINE	-18.632
POLG2	DLD1_LARGE_INTESTINE	15.302
REV3L	DLD1_LARGE_INTESTINE	1.209
POLD4	F5_CENTRAL_NERVOUS_SYSTEM	-26.412
POLE	F5_CENTRAL_NERVOUS_SYSTEM	22.924
POLA2	F5_CENTRAL_NERVOUS_SYSTEM	3.426
POLE2	F5_CENTRAL_NERVOUS_SYSTEM	46.438
POLB	F5_CENTRAL_NERVOUS_SYSTEM	-21.41
POLE3	F5_CENTRAL_NERVOUS_SYSTEM	12.405
POLD1	F5_CENTRAL_NERVOUS_SYSTEM	13.871
POLE4	F5_CENTRAL_NERVOUS_SYSTEM	-2.139
MAD2L2	F5_CENTRAL_NERVOUS_SYSTEM	26.576
POLD2	F5_CENTRAL_NERVOUS_SYSTEM	1.059
POLG	F5_CENTRAL_NERVOUS_SYSTEM	27.563
POLD3	F5_CENTRAL_NERVOUS_SYSTEM	37.52
POLG2	F5_CENTRAL_NERVOUS_SYSTEM	20.09
POLH	F5_CENTRAL_NERVOUS_SYSTEM	-19.255
POLI	F5_CENTRAL_NERVOUS_SYSTEM	-24.847
POLK	F5_CENTRAL_NERVOUS_SYSTEM	-14.447
POLL	F5_CENTRAL_NERVOUS_SYSTEM	-16.866
POLM	F5_CENTRAL_NERVOUS_SYSTEM	-15.956
POLN	F5_CENTRAL_NERVOUS_SYSTEM	-24.767
POLQ	F5_CENTRAL_NERVOUS_SYSTEM	-14.966
REV3L	F5_CENTRAL_NERVOUS_SYSTEM	10.522
POLH	NCIH292_LUNG	-15.545
POLI	NCIH292_LUNG	-22.792
POLE	NCIH292_LUNG	28.333
POLK	NCIH292_LUNG	-22.401
POLD4	NCIH292_LUNG	4.889
POLA2	NCIH292_LUNG	3.837
POLE2	NCIH292_LUNG	52.245
POLL	NCIH292_LUNG	-18.914
POLB	NCIH292_LUNG	-33.847
POLE3	NCIH292_LUNG	-10.375
POLM	NCIH292_LUNG	-13.528
POLD1	NCIH292_LUNG	32.305
POLE4	NCIH292_LUNG	-17.466
POLN	NCIH292_LUNG	-19.703
POLD2	NCIH292_LUNG	13.235
POLG	NCIH292_LUNG	-10.18
POLQ	NCIH292_LUNG	15.98
POLD3	NCIH292_LUNG	15.943
POLG2	NCIH292_LUNG	7.912
MAD2L2	NCIH292_LUNG	38.135
REV3L	NCIH292_LUNG	12.295
POLD4	JR_SOFT_TISSUE	-15.377
POLE	JR_SOFT_TISSUE	11.038
POLE2	JR_SOFT_TISSUE	48.173
POLE3	JR_SOFT_TISSUE	-10.687
POLD1	JR_SOFT_TISSUE	28.965
POLE4	JR_SOFT_TISSUE	-19.589
POLA2	JR_SOFT_TISSUE	4.308
MAD2L2	JR_SOFT_TISSUE	23.054
POLH	JR_SOFT_TISSUE	-15.404
REV3L	JR_SOFT_TISSUE	19.655
POLD2	JR_SOFT_TISSUE	12.405
POLG	JR_SOFT_TISSUE	22.144
POLB	JR_SOFT_TISSUE	-25.064
POLI	JR_SOFT_TISSUE	-47.649
POLD3	JR_SOFT_TISSUE	35.772
POLG2	JR_SOFT_TISSUE	11.432
POLK	JR_SOFT_TISSUE	-17.718
POLL	JR_SOFT_TISSUE	-4.83
POLM	JR_SOFT_TISSUE	-21.95
POLN	JR_SOFT_TISSUE	-26.918
POLQ	JR_SOFT_TISSUE	0.309
MAD2L2	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.863
REV3L	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.968
POLD4	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-13.595
POLE	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	71.462
POLD1	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	60.805
POLA2	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24.813
POLE2	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	54.612
POLD2	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	34.934
POLB	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-28.954
POLE3	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8.019
POLD3	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	45.385
POLE4	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.007
POLH	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.961
POLG	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-2.149
POLI	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-28.604
POLG2	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.864
POLK	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.812
POLL	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-24.746
POLM	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.466
POLN	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-22.44
POLQ	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.022
POLK	OVCAR5_OVARY	-24.055
POLH	OVCAR5_OVARY	-12.243
POLL	OVCAR5_OVARY	-14.524
POLI	OVCAR5_OVARY	-28.764
POLM	OVCAR5_OVARY	-23.519
POLN	OVCAR5_OVARY	-25.294
MAD2L2	OVCAR5_OVARY	9.09
POLQ	OVCAR5_OVARY	-8.42
POLA2	OVCAR5_OVARY	25.172
POLB	OVCAR5_OVARY	-19.262
POLD1	OVCAR5_OVARY	37.987
REV3L	OVCAR5_OVARY	8.101
POLD2	OVCAR5_OVARY	21.643
POLD3	OVCAR5_OVARY	40.723
POLD4	OVCAR5_OVARY	-20.483
POLE	OVCAR5_OVARY	31.837
POLE4	OVCAR5_OVARY	-13.691
POLE2	OVCAR5_OVARY	52.891
POLG	OVCAR5_OVARY	-18.639
POLE3	OVCAR5_OVARY	-15.505
POLG2	OVCAR5_OVARY	-6.34
POLH	CCLFPEDS0001T_KIDNEY	-24.15
POLI	CCLFPEDS0001T_KIDNEY	-32.562
POLK	CCLFPEDS0001T_KIDNEY	-22.554
POLL	CCLFPEDS0001T_KIDNEY	-14.952
POLM	CCLFPEDS0001T_KIDNEY	-14.97
POLN	CCLFPEDS0001T_KIDNEY	-24.092
POLQ	CCLFPEDS0001T_KIDNEY	-15.707
POLA2	CCLFPEDS0001T_KIDNEY	35.84
POLB	CCLFPEDS0001T_KIDNEY	-31.866
POLD1	CCLFPEDS0001T_KIDNEY	33.742
POLD2	CCLFPEDS0001T_KIDNEY	22.462
POLD3	CCLFPEDS0001T_KIDNEY	50.62
POLD4	CCLFPEDS0001T_KIDNEY	-19.953
POLE	CCLFPEDS0001T_KIDNEY	52.639
POLE4	CCLFPEDS0001T_KIDNEY	-13.969
MAD2L2	CCLFPEDS0001T_KIDNEY	9.905
POLE2	CCLFPEDS0001T_KIDNEY	40.153
POLG	CCLFPEDS0001T_KIDNEY	5.098
POLE3	CCLFPEDS0001T_KIDNEY	-9.782
POLG2	CCLFPEDS0001T_KIDNEY	8.731
REV3L	CCLFPEDS0001T_KIDNEY	3.322
REV3L	RT11284_URINARY_TRACT	1.634
POLD4	RT11284_URINARY_TRACT	-26.516
POLH	RT11284_URINARY_TRACT	-4.96
POLI	RT11284_URINARY_TRACT	-45.176
POLE	RT11284_URINARY_TRACT	26.536
POLK	RT11284_URINARY_TRACT	-18.918
POLE4	RT11284_URINARY_TRACT	-8.569
POLA2	RT11284_URINARY_TRACT	17.955
POLE2	RT11284_URINARY_TRACT	46.405
POLL	RT11284_URINARY_TRACT	-11.381
POLG	RT11284_URINARY_TRACT	14.867
POLB	RT11284_URINARY_TRACT	-21.8
POLE3	RT11284_URINARY_TRACT	-5.618
POLM	RT11284_URINARY_TRACT	-20.007
POLG2	RT11284_URINARY_TRACT	40.262
POLD1	RT11284_URINARY_TRACT	21.663
MAD2L2	RT11284_URINARY_TRACT	26.315
POLD2	RT11284_URINARY_TRACT	10.719
POLQ	RT11284_URINARY_TRACT	2.317
POLN	RT11284_URINARY_TRACT	-17.554
POLD3	RT11284_URINARY_TRACT	38.406
MAD2L2	SMSCTR_SOFT_TISSUE	26.631
POLD4	SMSCTR_SOFT_TISSUE	-26.069
POLH	SMSCTR_SOFT_TISSUE	-4.667
POLI	SMSCTR_SOFT_TISSUE	-34.016
POLE	SMSCTR_SOFT_TISSUE	29.116
POLK	SMSCTR_SOFT_TISSUE	-14.703
POLE2	SMSCTR_SOFT_TISSUE	65.128
POLL	SMSCTR_SOFT_TISSUE	-3.022
POLE3	SMSCTR_SOFT_TISSUE	31.971
POLM	SMSCTR_SOFT_TISSUE	-6.68
POLD1	SMSCTR_SOFT_TISSUE	32.806
POLE4	SMSCTR_SOFT_TISSUE	5.857
POLN	SMSCTR_SOFT_TISSUE	-21.835
POLA2	SMSCTR_SOFT_TISSUE	21.665
POLD2	SMSCTR_SOFT_TISSUE	2.962
POLG	SMSCTR_SOFT_TISSUE	18.354
POLB	SMSCTR_SOFT_TISSUE	-17.347
POLD3	SMSCTR_SOFT_TISSUE	31.369
POLQ	SMSCTR_SOFT_TISSUE	13.61
REV3L	SMSCTR_SOFT_TISSUE	25.639
POLG2	SMSCTR_SOFT_TISSUE	9.147
MAD2L2	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.847
POLD4	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-23.12
POLE	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26.723
POLH	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-27.37
POLE2	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	55.647
POLI	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.838
POLE3	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	43.588
POLK	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-20.681
POLE4	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.553
POLA2	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.3
POLL	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-33.451
POLG	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-5.411
POLB	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-28.941
POLM	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-6.49
POLG2	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.401
POLD1	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	31.488
POLN	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.392
POLD2	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.81
POLQ	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-2.593
POLD3	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	35.486
REV3L	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.652
MAD2L2	TTC549_SOFT_TISSUE	26.451
POLH	TTC549_SOFT_TISSUE	-5.327
POLI	TTC549_SOFT_TISSUE	-25.294
POLK	TTC549_SOFT_TISSUE	-12.92
POLL	TTC549_SOFT_TISSUE	-4.353
POLM	TTC549_SOFT_TISSUE	-12.467
